MORNINGLOOM,PRS,6,6.5,0,829,-,-,0
Nhelv,PRS,6,6.5,0,913,-,-,0
OMAKENO Stroke,PRS,6,6.5,0,616,-,-,0
Oshama Scramble!,PRS,6,6.5,0,568,-,-,0
Quon (Feryquitous),PRS,6,6.5,0,718,-,-,0
Redraw the Colorless World,PRS,6,6.5,0,680,-,-,0
Reinvent,PRS,6,6.5,0,703,-,-,0
Relentless,PRS,6,6.5,0,722,-,-,0
Sakura Fubuki,PRS,6,6.5,0,571,-,-,0
SATISFACTION,PRS,6,6.5,0,738,-,-,0
See the Lights!,PRS,6,6.5,0,582,-,-,0
"Sign of ""10.5km""",PRS,6,6.5,0,564,-,-,0
Small Cloud Sugar Candy,PRS,6,6.5,0,727,-,-,0
Someday,PRS,6,6.5,0,477,-,-,0
SOUNDWiTCH,PRS,6,6.5,0,488,-,-,0
Specta,PRS,6,6.5,0,706,-,-,0
STAGER (ALL STAGE CLEAR),PRS,6,6.5,0,559,-,-,0
Stratoliner,PRS,6,6.5,0,702,-,-,0
Summer Fireworks of Love,PRS,6,6.5,0,641,-,-,0
Surrender,PRS,6,6.5,0,721,-,-,0
Syro,PRS,6,6.5,0,829,-,-,0
Teriqma,PRS,6,6.5,0,579,-,-,0
The Message,PRS,6,6.5,0,630,-,-,0
The Survivor (Game Edit),PRS,6,6.5,0,750,-,-,0
U.A.D,PRS,6,6.5,0,526,-,-,0
Ultimate taste,PRS,6,6.5,0,"1,008",-,-,0
Used to be,PRS,6,6.5,0,675,-,-,0
Vindication,PRS,6,6.5,0,899,-,-,0
with U,PRS,6,6.5,0,649,-,-,0
Won't Back Down,PRS,6,6.5,0,551,-,-,0
Your Best Nightmare,PRS,6,6.5,0,925,-,-,0
Your voice so... feat. Such,PRS,6,6.5,0,677,-,-,0
ALTER EGO,PST,6,6.5,0,865,-,-,0
Extradimensional Cosmic Phenomenon,PST,6,6.5,0,"1,011",-,-,0
Grievous Lady,PST,6,6.5,0,956,-,-,0
Alice's Suitcase,PRS,6,6,0,660,-,-,0
Altair (feat. *spiLa*),PRS,6,6,0,828,-,-,0
AlterAle,PRS,6,6,0,881,-,-,0
Ascent,PRS,6,6,0,625,-,-,0
astral.exe,PRS,6,6,0,734,-,-,0
Ävril -Flicka i krans-,PRS,6,6,0,607,-,-,0
Beside You,PRS,6,6,0,634,-,-,0
Blue Rose,PRS,6,6,0,669,-,-,0
Call My Name feat. Yukacco,PRS,6,6,0,653,-,-,0
Chelsea,PRS,6,6,0,503,-,-,0
Coastal Highway,PRS,6,6,0,479,-,-,0
Cosmo Pop Funclub,PRS,6,6,0,591,-,-,0
Crimson Quartz,PRS,6,6,0,615,-,-,0
cry of viyella,PRS,6,6,0,492,-,-,0
Dancin' on a Cat's Paw,PRS,6,6,0,593,-,-,0
Dandelion,PRS,6,6,0,698,-,-,0
Dement ~after legend~,PRS,6,6,0,756,-,-,0
Dialnote,PRS,6,6,0,548,-,-,0
Dot to Dot feat. Shully,PRS,6,6,0,522,-,-,0
DX Choseinou Full Metal Shojo,PRS,6,6,0,556,-,-,0
epitaxy,PRS,6,6,0,939,-,-,0
Faint Light (Arcaea Edit),PRS,6,6,0,711,-,-,0
Flyburg and Endroll,PRS,6,6,0,650,-,-,0
FURETE-MITAI,PRS,6,6,0,523,-,-,0
Galaxy Friends,PRS,6,6,0,572,-,-,0
Hikari,PRS,6,6,0,450,-,-,0
I've heard it said,PRS,6,6,0,664,-,-,0
Ignition,PRS,6,6,0,621,-,-,0
IONOSTREAM,PRS,6,6,0,890,-,-,0
Journey,PRS,6,6,0,778,-,-,0
Jump,PRS,6,6,0,622,-,-,0
Lapis,PRS,6,6,0,520,-,-,0
Lawless Point,PRS,6,6,0,630,-,-,0
Lazy Addiction,PRS,6,6,0,647,-,-,0
Life is PIANO,PRS,6,6,0,437,-,-,0
Lights of Muse,PRS,6,6,0,438,-,-,0
Linear Accelerator,PRS,6,6,0,488,-,-,0
Luna Rossa,PRS,6,6,0,578,-,-,0
LunarOrbit -believe in the Espebranch road-,PRS,6,6,0,757,-,-,0
Memory Forest,PRS,6,6,0,726,-,-,0
Particle Arts,PRS,6,6,0,637,-,-,0
PICO-Pico-Translation!,PRS,6,6,0,723,-,-,0
Purgatorium,PRS,6,6,0,641,-,-,0
Quon (DJ Noriken),PRS,6,6,0,496,-,-,0
REconstruction,PRS,6,6,0,469,-,-,0
Rugie,PRS,6,6,0,754,-,-,0
Saint or Sinner,PRS,6,6,0,563,-,-,0
san skia,PRS,6,6,0,783,-,-,0
Shades of Light in a Transcendent Realm,PRS,6,6,0,789,-,-,0
STARGATE EXTREME,PRS,6,6,0,430,-,-,0
Sulfur,PRS,6,6,0,608,-,-,0
SUPERNOVA,PRS,6,6,0,564,-,-,0
The Formula,PRS,6,6,0,587,-,-,0
trappola bewitching,PRS,6,6,0,541,-,-,0
"Tsuki ni Murakumo, Hana ni Kaze",PRS,6,6,0,610,-,-,0
Turbocharger,PRS,6,6,0,659,-,-,0
Aether Crest: Astral,PST,6,6,0,921,-,-,0
Fracture Ray,PST,6,6,0,983,-,-,0
Altale,PRS,5,5.5,0,422,-,-,0
April showers,PRS,5,5.5,0,544,-,-,0
Diode,PRS,5,5.5,0,472,-,-,0
Eccentric Tale,PRS,5,5.5,0,483,-,-,0
End of The Moonlight,PRS,5,5.5,0,434,-,-,0
Genesis (Iris),PRS,5,5.5,0,399,-,-,0
Give Me a Nightmare,PRS,5,5.5,0,817,-,-,0
Hall of Mirrors,PRS,5,5.5,0,553,-,-,0
Heart Jackin',PRS,5,5.5,0,543,-,-,0
Hidden Rainbows of Epicurus,PRS,5,5.5,0,644,-,-,0
I want You,PRS,5,5.5,0,395,-,-,0
Impure Bird,PRS,5,5.5,0,518,-,-,0
Infinity Heaven,PRS,5,5.5,0,545,-,-,0
Jingle,PRS,5,5.5,0,741,-,-,0
Kanagawa Cyber Culvert,PRS,5,5.5,0,707,-,-,0
Leave All Behind,PRS,5,5.5,0,488,-,-,0
Libertas,PRS,5,5.5,0,514,-,-,0
Lucifer,PRS,5,5.5,0,506,-,-,0
Lumia,PRS,5,5.5,0,438,-,-,0
memoryfactory.lzh,PRS,5,5.5,0,448,-,-,0
MERLIN,PRS,5,5.5,0,428,-,-,0
Moonheart,PRS,5,5.5,0,566,-,-,0
One Last Drive,PRS,5,5.5,0,564,-,-,0
Oracle,PRS,5,5.5,0,508,-,-,0
Phantasia,PRS,5,5.5,0,579,-,-,0
Prayer,PRS,5,5.5,0,479,-,-,0
Senkyou,PRS,5,5.5,0,722,-,-,0
Waltz for Lorelei,PRS,5,5.5,0,814,-,-,0
World Vanquisher,PRS,5,5.5,0,759,-,-,0
#1f1e33,PST,5,5.5,0,765,-,-,0
Abstruse Dilemma,PST,5,5.5,0,983,-,-,0
Aegleseeker,PST,5,5.5,0,973,-,-,0
Aleph-0,PST,5,5.5,0,388,-,-,0
And Revive The Melody,PST,5,5.5,0,962,-,-,0
Arcana Eden,PST,5,5.5,0,"1,097",-,-,0
Axium Crisis,PST,5,5.5,0,685,-,-,0
Breach of Faith,PST,5,5.5,0,986,-,-,0
CHAOS,PST,5,5.5,0,646,-,-,0
Cyaegha,PST,5,5.5,0,760,-,-,0
DA'AT -The First Seeker of Souls-,PST,5,5.5,0,921,-,-,0
Ego Eimi,PST,5,5.5,0,801,-,-,0
Ether Strike,PST,5,5.5,0,659,-,-,0
Halcyon,PST,5,5.5,0,662,-,-,0
Judgement,PST,5,5.5,0,844,-,-,0
Lament Rain,PST,5,5.5,0,"1,025",-,-,0
MEGALOVANIA (Camellia Remix),PST,5,5.5,0,946,-,-,0
Misdeed -la bonté de Dieu et l'origine du mal-,PST,5,5.5,0,814,-,-,0
Placebo♥Battler,PST,5,5.5,0,597,-,-,0
PRIMITIVE LIGHTS,PST,5,5.5,0,785,-,-,0
Ringed Genesis,PST,5,5.5,0,672,-,-,0
SAIKYO STRONGER,PST,5,5.5,0,654,-,-,0
Sheriruth,PST,5,5.5,0,611,-,-,0
ViRTUS,PST,5,5.5,0,877,-,-,0
Vulcānus,PST,5,5.5,0,968,-,-,0
We're All Gonna Die,PST,5,5.5,0,733,-,-,0
Antithese,PRS,5,5,0,826,-,-,0
blue comet,PRS,5,5,0,645,-,-,0
Clotho and the stargazer,PRS,5,5,0,745,-,-,0
Cosmica,PRS,5,5,0,556,-,-,0
CYCLES,PRS,5,5,0,430,-,-,0
Death By Glamour,PRS,5,5,0,470,-,-,0
Dream goes on,PRS,5,5,0,751,-,-,0
Flashback,PRS,5,5,0,488,-,-,0
Grimheart,PRS,5,5,0,699,-,-,0
Heart,PRS,5,5,0,575,-,-,0
HELLOHELL,PRS,5,5,0,445,-,-,0
Moonlight of Sand Castle,PRS,5,5,0,394,-,-,0
Oblivia,PRS,5,5,0,517,-,-,0
Paper Witch,PRS,5,5,0,487,-,-,0
Prism,PRS,5,5,0,544,-,-,0
Rabbit In The Black Room,PRS,5,5,0,467,-,-,0
Silent Rush,PRS,5,5,0,674,-,-,0
Snow White,PRS,5,5,0,672,-,-,0
Strongholds,PRS,5,5,0,778,-,-,0
Suomi,PRS,5,5,0,550,-,-,0
syūten,PRS,5,5,0,446,-,-,0
Tie me down gently,PRS,5,5,0,535,-,-,0
Vexaria,PRS,5,5,0,534,-,-,0
Vivid Theory,PRS,5,5,0,658,-,-,0
world.execute(me);,PRS,5,5,0,582,-,-,0
Astral Quantization,PST,5,5,0,782,-,-,0
Back to Basics,PST,5,5,0,717,-,-,0
Black MInD,PST,5,5,0,601,-,-,0
BUCHiGiRE Berserker,PST,5,5,0,850,-,-,0
Chronicle,PST,5,5,0,928,-,-,0
Dantalion,PST,5,5,0,730,-,-,0
Désive,PST,5,5,0,"1,007",-,-,0
͟͝͞Ⅱ́̕,PST,5,5,0,690,-,-,0
IZANA,PST,5,5,0,609,-,-,0
LAMIA,PST,5,5,0,826,-,-,0
Lilly,PST,5,5,0,865,-,-,0
Meta-Mysteria,PST,5,5,0,844,-,-,0
Overwhelm,PST,5,5,0,854,-,-,0
Rain of Conflict in a Radiant Abyss,PST,5,5,0,831,-,-,0
REKKA RESONANCE,PST,5,5,0,860,-,-,0
TEmPTaTiON,PST,5,5,0,627,-,-,0
TeraVolt,PST,5,5,0,675,-,-,0
To the Milky Way,PST,5,5,0,928,-,-,0
Bullet Waiting for Me (James Landino remix),PRS,4,4.5,0,390,-,-,0
Dematerialized,PRS,4,4.5,0,659,-,-,0
enchanted love,PRS,4,4.5,0,617,-,-,0
First Snow,PRS,4,4.5,0,442,-,-,0
Harutopia ~Utopia of Spring~,PRS,4,4.5,0,706,-,-,0
Heartache,PRS,4,4.5,0,687,-,-,0
Sayonara Hatsukoi,PRS,4,4.5,0,305,-,-,0
[X],PST,4,4.5,0,594,-,-,0
8-EM,PST,4,4.5,0,557,-,-,0
Alexandrite,PST,4,4.5,0,507,-,-,0
AMAZING MIGHTYYYY!!!!,PST,4,4.5,0,624,-,-,0
Antagonism,PST,4,4.5,0,431,-,-,0
Arcahv,PST,4,4.5,0,818,-,-,0
Ashen 6oundary,PST,4,4.5,0,702,-,-,0
Astra walkthrough,PST,4,4.5,0,769,-,-,0
Astral tale,PST,4,4.5,0,445,-,-,0
Aurgelmir,PST,4,4.5,0,540,-,-,0
B.B.K.K.B.K.K.,PST,4,4.5,0,669,-,-,0
Bookmaker (2D Version),PST,4,4.5,0,538,-,-,0
Capella,PST,4,4.5,0,884,-,-,0
Climax,PST,4,4.5,0,773,-,-,0
conflict,PST,4,4.5,0,520,-,-,0
corps-sans-organes,PST,4,4.5,0,438,-,-,0
Dies irae,PST,4,4.5,0,632,-,-,0
Distorted Fate,PST,4,4.5,0,756,-,-,0
Divine Light of Myriad,PST,4,4.5,0,798,-,-,0
Don't Fight The Music,PST,4,4.5,0,757,-,-,0
Dreamin' Attraction!!,PST,4,4.5,0,592,-,-,0
Dual Dependency,PST,4,4.5,0,607,-,-,0
Dull Blade,PST,4,4.5,0,579,-,-,0
eden,PST,4,4.5,0,826,-,-,0
Essence of Twilight,PST,4,4.5,0,556,-,-,0
Far Away Light,PST,4,4.5,0,656,-,-,0
Filament,PST,4,4.5,0,582,-,-,0
Free Myself,PST,4,4.5,0,662,-,-,0
Garakuta Doll Play,PST,4,4.5,0,444,-,-,0
GENOCIDER,PST,4,4.5,0,832,-,-,0
GLORY: ROAD,PST,4,4.5,0,868,-,-,0
"Good bye, Merry-Go-Round.",PST,4,4.5,0,679,-,-,0
Heavensdoor,PST,4,4.5,0,766,-,-,0
Hybris (The one who shattered),PST,4,4.5,0,757,-,-,0
HYPER VISION,PST,4,4.5,0,639,-,-,0
INTERNET YAMERO,PST,4,4.5,0,677,-,-,0
Kissing Lucifer,PST,4,4.5,0,639,-,-,0
Lethal Voltage,PST,4,4.5,0,724,-,-,0
Liar,PST,4,4.5,0,461,-,-,0
Lightning Screw,PST,4,4.5,0,611,-,-,0
Live Fast Die Young,PST,4,4.5,0,565,-,-,0
LIVHT MY WΔY,PST,4,4.5,0,673,-,-,0
Lucid Traveler,PST,4,4.5,0,634,-,-,0
Magnolia,PST,4,4.5,0,625,-,-,0
Medusa,PST,4,4.5,0,550,-,-,0
MEGALOVANIA,PST,4,4.5,0,906,-,-,0
MIRINAE,PST,4,4.5,0,646,-,-,0
Monochrome Princess,PST,4,4.5,0,621,-,-,0
MVURBD,PST,4,4.5,0,999,-,-,0
New York Back Raise,PST,4,4.5,0,762,-,-,0
next to you,PST,4,4.5,0,454,-,-,0
Nightmare,PST,4,4.5,0,680,-,-,0
NULL APOPHENIA,PST,4,4.5,0,990,-,-,0
ouroboros -twin stroke of the end-,PST,4,4.5,0,575,-,-,0
PRAGMATISM,PST,4,4.5,0,476,-,-,0
Qovat,PST,4,4.5,0,519,-,-,0
qualia -ideaesthesia-,PST,4,4.5,0,550,-,-,0
Rays of Remnant,PST,4,4.5,0,710,-,-,0
Redolent Shape,PST,4,4.5,0,570,-,-,0
Relentless,PST,4,4.5,0,607,-,-,0
Renegade,PST,4,4.5,0,655,-,-,0
Rise of the World,PST,4,4.5,0,722,-,-,0
Singularity,PST,4,4.5,0,534,-,-,0
Spider's Thread,PST,4,4.5,0,794,-,-,0
Spirit of the Dauntless,PST,4,4.5,0,693,-,-,0
Stasis,PST,4,4.5,0,848,-,-,0
SUPER AMBULANCE,PST,4,4.5,0,740,-,-,0
Syriana,PST,4,4.5,0,490,-,-,0
Tiferet,PST,4,4.5,0,450,-,-,0
To the Furthest Dream,PST,4,4.5,0,836,-,-,0
Trap Crow,PST,4,4.5,0,876,-,-,0
TRPNO,PST,4,4.5,0,451,-,-,0
Trrricksters!!,PST,4,4.5,0,561,-,-,0
Twilight Concerto,PST,4,4.5,0,584,-,-,0
ultradiaxon-N3,PST,4,4.5,0,605,-,-,0
Valhalla:0,PST,4,4.5,0,624,-,-,0
Wish Upon a Snow,PST,4,4.5,0,"1,031",-,-,0
XTREME,PST,4,4.5,0,752,-,-,0
yomibito_shirazu,PST,4,4.5,0,641,-,-,0
Yosakura Fubuki,PST,4,4.5,0,416,-,-,0
τ (tau),PST,4,4.5,0,553,-,-,0
Blossoms,PRS,4,4,0,383,-,-,0
Brand new world,PRS,4,4,0,432,-,-,0
inkar-usi,PRS,4,4,0,326,-,-,0
Paradise,PRS,4,4,0,349,-,-,0
Rise,PRS,4,4,0,599,-,-,0
Romance Wars,PRS,4,4,0,378,-,-,0
10pt8ion,PST,4,4,0,475,-,-,0
99 Glooms,PST,4,4,0,637,-,-,0
Amekagura,PST,4,4,0,741,-,-,0
amygdata,PST,4,4,0,504,-,-,0
AttraqtiA,PST,4,4,0,732,-,-,0
BADTEK,PST,4,4,0,532,-,-,0
Be There,PST,4,4,0,592,-,-,0
Beautiful Dreamer,PST,4,4,0,611,-,-,0
Blaster,PST,4,4,0,571,-,-,0
carmine:scythe,PST,4,4,0,493,-,-,0
Chromafill,PST,4,4,0,757,-,-,0
Crimson Throne,PST,4,4,0,727,-,-,0
CROSS†OVER,PST,4,4,0,653,-,-,0
CROSS†SOUL,PST,4,4,0,606,-,-,0
cyanine,PST,4,4,0,661,-,-,0
Cybernecia Catharsis,PST,4,4,0,377,-,-,0
Devillic Sphere,PST,4,4,0,490,-,-,0
Dreadnought,PST,4,4,0,715,-,-,0
Dynitikós,PST,4,4,0,683,-,-,0
Einherjar Joker,PST,4,4,0,582,-,-,0
Evening in Scarlet,PST,4,4,0,530,-,-,0
Felis,PST,4,4,0,463,-,-,0
FREEF4LL,PST,4,4,0,589,-,-,0
G e n g a o z o,PST,4,4,0,580,-,-,0
Gekka (Short Version),PST,4,4,0,559,-,-,0
Genesis (Morrigan feat. Lily),PST,4,4,0,587,-,-,0
Glow,PST,4,4,0,504,-,-,0
goldenslaughterer,PST,4,4,0,486,-,-,0
GOODTEK (Arcaea Edit),PST,4,4,0,449,-,-,0
Head BONK ache,PST,4,4,0,570,-,-,0
HIVEMIND,PST,4,4,0,995,-,-,0
Iconoclast,PST,4,4,0,443,-,-,0
"Infinite Strife,",PST,4,4,0,888,-,-,0
init(),PST,4,4,0,713,-,-,0
Jump,PST,4,4,0,531,-,-,0
Kanbu de Tomatte Sugu Tokeru,PST,4,4,0,584,-,-,0
KYOREN ROMANCE,PST,4,4,0,821,-,-,0
Last,PST,4,4,0,680,-,-,0
Logos,PST,4,4,0,697,-,-,0
Lost Civilization,PST,4,4,0,462,-,-,0
Lost Desire,PST,4,4,0,684,-,-,0
Macrocosmic Modulation,PST,4,4,0,608,-,-,0
Malicious Mischance,PST,4,4,0,510,-,-,0
Manic Jeer,PST,4,4,0,698,-,-,0
Mirzam,PST,4,4,0,662,-,-,0
NEO WINGS,PST,4,4,0,591,-,-,0
nέo κósmo,PST,4,4,0,603,-,-,0
OBLIVION,PST,4,4,0,366,-,-,0
Old School Salvage,PST,4,4,0,705,-,-,0
Party Vinyl,PST,4,4,0,337,-,-,0
Phantasia,PST,4,4,0,544,-,-,0
PUPA,PST,4,4,0,374,-,-,0
Purple Verse,PST,4,4,0,558,-,-,0
Quon (Feryquitous),PST,4,4,0,547,-,-,0
Red and Blue,PST,4,4,0,464,-,-,0
Redraw the Colorless World,PST,4,4,0,568,-,-,0
RGB,PST,4,4,0,652,-,-,0
Scarlet Cage,PST,4,4,0,570,-,-,0
Scarlet Lance,PST,4,4,0,517,-,-,0
Seclusion,PST,4,4,0,544,-,-,0
Sheriruth (Laur Remix),PST,4,4,0,671,-,-,0
Solitary Dream,PST,4,4,0,712,-,-,0
STARGATE EXTREME,PST,4,4,0,337,-,-,0
Straight into the lights,PST,4,4,0,583,-,-,0
Sulfur,PST,4,4,0,458,-,-,0
To: Alice Liddell,PST,4,4,0,535,-,-,0
UNKNOWN LEVELS,PST,4,4,0,591,-,-,0
Used to be,PST,4,4,0,537,-,-,0
Vicious Heroism,PST,4,4,0,430,-,-,0
Vindication,PST,4,4,0,721,-,-,0
Viyella's Tears,PST,4,4,0,716,-,-,0
World Ender,PST,4,4,0,616,-,-,0
Xanatos,PST,4,4,0,735,-,-,0
αterlβus,PST,4,4,0,505,-,-,0
γuarδina,PST,4,4,0,507,-,-,0
ΟΔΥΣΣΕΙΑ,PST,4,4,0,717,-,-,0
Fairytale,PRS,3,3.5,0,511,-,-,0
Maze No.9,PRS,3,3.5,0,445,-,-,0
A Wandering Melody of Love,PST,3,3.5,0,422,-,-,0
Ai Drew,PST,3,3.5,0,694,-,-,0
AI[UE]OON,PST,3,3.5,0,436,-,-,0
Alice's Suitcase,PST,3,3.5,0,644,-,-,0
Auxesia,PST,3,3.5,0,385,-,-,0
Avant Raze,PST,3,3.5,0,580,-,-,0
Awaken In Ruins,PST,3,3.5,0,412,-,-,0
BATTLE NO.1,PST,3,3.5,0,476,-,-,0
Black Mirror on the Wall,PST,3,3.5,0,471,-,-,0
BlazinG AIR,PST,3,3.5,0,433,-,-,0
Blocked Library,PST,3,3.5,0,449,-,-,0
BLRINK,PST,3,3.5,0,400,-,-,0
blue comet,PST,3,3.5,0,494,-,-,0
BlythE,PST,3,3.5,0,610,-,-,0
BREaK! BREaK! BREaK!,PST,3,3.5,0,472,-,-,0
Call My Name feat. Yukacco,PST,3,3.5,0,591,-,-,0
Callima Karma,PST,3,3.5,0,"1,024",-,-,0
Chronostasis,PST,3,3.5,0,619,-,-,0
cry of viyella,PST,3,3.5,0,414,-,-,0
Crystal Gravity,PST,3,3.5,0,571,-,-,0
Dazzle hop,PST,3,3.5,0,561,-,-,0
Defection,PST,3,3.5,0,588,-,-,0
Dement ~after legend~,PST,3,3.5,0,548,-,-,0
Don't Die,PST,3,3.5,0,460,-,-,0
DRG,PST,3,3.5,0,380,-,-,0
Dual Doom Deathmatch,PST,3,3.5,0,838,-,-,0
Empire of Winter,PST,3,3.5,0,484,-,-,0
ENERGY SYNERGY MATRIX,PST,3,3.5,0,471,-,-,0
Equilibrium,PST,3,3.5,0,587,-,-,0
False Embellishment,PST,3,3.5,0,576,-,-,0
Feels So Right feat. Renko,PST,3,3.5,0,594,-,-,0
Final Step!,PST,3,3.5,0,625,-,-,0
FLUFFY FLASH,PST,3,3.5,0,787,-,-,0
Galaxy Friends,PST,3,3.5,0,474,-,-,0
GIMME DA BLOOD,PST,3,3.5,0,582,-,-,0
Give Me a Nightmare,PST,3,3.5,0,676,-,-,0
Hailstone,PST,3,3.5,0,534,-,-,0
Haze of Autumn,PST,3,3.5,0,533,-,-,0
Heavenly caress,PST,3,3.5,0,855,-,-,0
"Hiiro Gekka, Kyoushou no Zetsu (nayuta 2017 ver.)",PST,3,3.5,0,719,-,-,0
Hotarubi no Yuki,PST,3,3.5,0,589,-,-,0
Hypnotize,PST,3,3.5,0,518,-,-,0
I've heard it said,PST,3,3.5,0,510,-,-,0
Ignition,PST,3,3.5,0,578,-,-,0
Ignotus,PST,3,3.5,0,579,-,-,0
Ikazuchi,PST,3,3.5,0,656,-,-,0
IMPACT,PST,3,3.5,0,723,-,-,0
In Vain,PST,3,3.5,0,562,-,-,0
IONOSTREAM,PST,3,3.5,0,845,-,-,0
Kanjou no Matenrou ~Arr.Demetori,PST,3,3.5,0,736,-,-,0
La'qryma of the Wasteland,PST,3,3.5,0,447,-,-,0
Last Celebration,PST,3,3.5,0,969,-,-,0
lastendconductor,PST,3,3.5,0,726,-,-,0
Lethaeus,PST,3,3.5,0,480,-,-,0
Libertas,PST,3,3.5,0,476,-,-,0
Life is PIANO,PST,3,3.5,0,398,-,-,0
Löschen,PST,3,3.5,0,642,-,-,0
Lost Emotion feat. nomico,PST,3,3.5,0,602,-,-,0
Lost in the Abyss,PST,3,3.5,0,907,-,-,0
Loveless Dress,PST,3,3.5,0,537,-,-,0
Lucifer,PST,3,3.5,0,424,-,-,0
LunarOrbit -believe in the Espebranch road-,PST,3,3.5,0,624,-,-,0
Masquerade Legion,PST,3,3.5,0,510,-,-,0
MAXRAGE,PST,3,3.5,0,696,-,-,0
Memory Forest,PST,3,3.5,0,639,-,-,0
Miles,PST,3,3.5,0,385,-,-,0
Modelista,PST,3,3.5,0,418,-,-,0
Oblivia,PST,3,3.5,0,574,-,-,0
Oshama Scramble!,PST,3,3.5,0,508,-,-,0
Particle Arts,PST,3,3.5,0,529,-,-,0
Remind the Souls (Short Version),PST,3,3.5,0,561,-,-,0
SACRIFICE feat. ayame,PST,3,3.5,0,548,-,-,0
Sakura Fubuki,PST,3,3.5,0,526,-,-,0
san skia,PST,3,3.5,0,670,-,-,0
SATISFACTION,PST,3,3.5,0,580,-,-,0
Scarlet Lunar Empress,PST,3,3.5,0,609,-,-,0
See the Lights!,PST,3,3.5,0,445,-,-,0
Shinchoku Doudesuka?,PST,3,3.5,0,595,-,-,0
shrink,PST,3,3.5,0,451,-,-,0
SOUNDWiTCH,PST,3,3.5,0,315,-,-,0
Specta,PST,3,3.5,0,390,-,-,0
Stratoliner,PST,3,3.5,0,535,-,-,0
Syro,PST,3,3.5,0,535,-,-,0
Technicolour,PST,3,3.5,0,664,-,-,0
The Survivor (Game Edit),PST,3,3.5,0,817,-,-,0
Third Sun,PST,3,3.5,0,532,-,-,0
Tic! Tac! Toe!,PST,3,3.5,0,353,-,-,0
U.A.D,PST,3,3.5,0,366,-,-,0
Ultimate taste,PST,3,3.5,0,828,-,-,0
Vandalism,PST,3,3.5,0,668,-,-,0
Won't Back Down,PST,3,3.5,0,437,-,-,0
World Fragments III (radio edit),PST,3,3.5,0,777,-,-,0
world.execute(me);,PST,3,3.5,0,452,-,-,0
Your Best Nightmare,PST,3,3.5,0,760,-,-,0
Your voice so... feat. Such,PST,3,3.5,0,469,-,-,0
µ,PST,3,3.5,0,825,-,-,0
ω4,PST,3,3.5,0,816,-,-,0
7thSense,PST,3,3,0,360,-,-,0
Alone & Lorn,PST,3,3,0,643,-,-,0
AlterAle,PST,3,3,0,728,-,-,0
Ascent,PST,3,3,0,455,-,-,0
astral.exe,PST,3,3,0,654,-,-,0
Ävril -Flicka i krans-,PST,3,3,0,459,-,-,0
Babaroque,PST,3,3,0,402,-,-,0
Bamboo,PST,3,3,0,499,-,-,0
Black Lotus,PST,3,3,0,653,-,-,0
Black Territory,PST,3,3,0,627,-,-,0
Can I Friend You on Bassbook? Lol,PST,3,3,0,415,-,-,0
Chelsea,PST,3,3,0,388,-,-,0
Coastal Highway,PST,3,3,0,355,-,-,0
cocoro*cosmetic,PST,3,3,0,525,-,-,0
Corruption,PST,3,3,0,664,-,-,0
Crimson Quartz,PST,3,3,0,569,-,-,0
Dancin' on a Cat's Paw,PST,3,3,0,417,-,-,0
DataErr0r,PST,3,3,0,502,-,-,0
Dialnote,PST,3,3,0,393,-,-,0
Distortion Human,PST,3,3,0,544,-,-,0
Dot to Dot feat. Shully,PST,3,3,0,453,-,-,0
DX Choseinou Full Metal Shojo,PST,3,3,0,327,-,-,0
End of The Moonlight,PST,3,3,0,340,-,-,0
epitaxy,PST,3,3,0,826,-,-,0
Faint Light (Arcaea Edit),PST,3,3,0,587,-,-,0
Fallensquare,PST,3,3,0,316,-,-,0
FANTA5Y,PST,3,3,0,536,-,-,0
felys final remix,PST,3,3,0,626,-,-,0
Floating World,PST,3,3,0,753,-,-,0
Flyburg and Endroll,PST,3,3,0,413,-,-,0
Galactic Love,PST,3,3,0,513,-,-,0
Got hive of Ra,PST,3,3,0,322,-,-,0
Hall of Mirrors,PST,3,3,0,535,-,-,0
Heart Jackin',PST,3,3,0,506,-,-,0
I want You,PST,3,3,0,326,-,-,0
Innocence,PST,3,3,0,734,-,-,0
INTERNET OVERDOSE,PST,3,3,0,430,-,-,0
Inverted World,PST,3,3,0,525,-,-,0
Journey,PST,3,3,0,551,-,-,0
Lawless Point,PST,3,3,0,476,-,-,0
Let you DIVE! (nitro rmx),PST,3,3,0,608,-,-,0
Let's Rock (Arcaea mix),PST,3,3,0,541,-,-,0
LiftOff,PST,3,3,0,459,-,-,0
Luna Rossa,PST,3,3,0,443,-,-,0
MAHOROBA,PST,3,3,0,422,-,-,0
MANTIS (Arcaea Ultra-Bloodrush VIP),PST,3,3,0,575,-,-,0
Maze No.9,PST,3,3,0,494,-,-,0
Mazy Metroplex,PST,3,3,0,453,-,-,0
MERLIN,PST,3,3,0,315,-,-,0
Metallic Punisher,PST,3,3,0,500,-,-,0
MORNINGLOOM,PST,3,3,0,710,-,-,0
Nameless Passion,PST,3,3,0,681,-,-,0
Nhelv,PST,3,3,0,647,-,-,0
NULCTRL,PST,3,3,0,407,-,-,0
OMAKENO Stroke,PST,3,3,0,502,-,-,0
On And On!! feat. Jenga,PST,3,3,0,370,-,-,0
Oracle,PST,3,3,0,425,-,-,0
Primeval Texture,PST,3,3,0,346,-,-,0
Protoflicker,PST,3,3,0,510,-,-,0
Raven's Pride,PST,3,3,0,697,-,-,0
